,REFCODE,Habit,Solvent,SMILES
23907,MIDYEG01,plate,acetonitrile,COc1ccc2C3CCC4(C)C(CC5CC=CCC45C(C)=O)C3CCc2c1
23920,MIFPEW,plate,ethyl acetate,COc1ccc(cc1OC)C(O)C(CO)Oc1c(OC)cccc1OC
23922,MIFPIB,prism,diethyl ether,CC1OC(C(=O)c2ccccc2)(c2ccccc2)c2ccccc12
23923,MIFPOH,prism,diethyl ether,CC1OC(C(OC(=O)c2ccc(Br)cc2)c2ccccc2)(c2ccccc2)c2ccccc12
23924,MIFQAU01,prism,methanol,FC(F)(F)S(=O)(=O)N1CNC(=O)C2(C1)CN(CNC2=O)S(=O)(=O)C(F)(F)F
23926,MIFSID,prism,diethyl ether,OCS(=O)(=O)Cc1ccccc1
23927,MIFSOJ,needle,methanol,NC1=NC(=Nc2ccccc2)c2cc(C#N)c(cc12)C#N
23929,MIFTAX,needle,ethanol,CC12CN(Cc3ccccc3)CC(C)(CN(C1)C=O)C2O
23931,MIFTEB,prism,acetone,COC(=O)C1=CC2C3C(C1C1C2C1(C)C#N)C3(C)C#N
23934,MIFVAY,needle,ethanol,Cc1ccc(N=Cc2cc(C)c3cc(C)ccc3n2)c(C)c1
23938,MIFWAZ,needle,methanol,CC(C)C1=C(Br)C(=O)C(=C(Br)C1=O)C
23940,MIFWON,prism,hexane,COc1ccc2c(CCC(=O)C2(Cc2ccccc2)Cc2ccccc2)c1
23941,MIFXAA,block,ethanol,CC(C)(C)c1cc(C=Nc2ccc3CCCCc3c2c2c3CCCCc3ccc2N=Cc2cc(cc(c2O)C(C)(C)C)C(C)(C)C)c(O)c(c1)C(C)(C)C
23945,MIFZUW,needle,methanol,CC(C)(C)CN1C(=O)C(CC(O)=O)SC(c2ccccc2Cl)c2cc(Cl)ccc12
23946,MIFZUZ,prism,hexane,CCOC(=O)C1(ON(=O)=O)C2CC3CC(CC(C3)C1=O)C2
23947,MIGBIN,prism,methanol,CC(C)(C)CN1C(=O)N(CC(c2ccccc2Cl)c2cc(Cl)ccc12)CC(O)=O
23949,MIGFOX,prism,hexane,CC1=CCC(C)(C)C2OC2C(OC(=O)c2ccc(Cl)cc2)C2(C)OC2CC1
23950,MIGLUK,block,ethanol,CCOC(=O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C
23952,MIGMEV,block,ethanol,CC(=O)NN=C(C)c1ccccc1O
23953,MIGMIZ,block,ethanol,CC(=O)NN=C(C)c1ccccc1
23954,MIGMOF,block,ethanol,CC(=O)NN=C(C)c1ccc(C)cc1
23956,MIGMUL,plate,acetone,CC(C)(C)c1ccc(CN2N=C(C=C2C(O)=O)c2ccc(Cl)cc2)cc1
23959,MIGNUL,block,ethanol,OC(=O)c1ccccc1Nc1ccccc1C(O)=O
23963,MIGPEY,plate,ethanol,S=C(NN=Cc1cccnc1)SCc1cccc2ccccc12
23964,MIGPIC,plate,ethanol,CC(=NNC(=S)SCc1cccc2ccccc12)c1ccncc1
23965,MIGPOI,plate,ethanol,NNC(=S)SCc1ccc2ccccc2n1
23971,MIGSAX,prism,toluene,COc1cc2cc(cnc2cc1OC)C1OCCO1
23972,MIGSIF,plate,ethanol,Fc1ccc(cc1)C1CC(=NN1c1ccccc1)c1ccc(Cl)cc1
23974,MIGTAY,prism,ethyl acetate,CC(=O)NC12CC(CCC1(C)C1CCC3(C)C(CCC3=O)C1CC2O)OC(C)=O
23975,MIGTOM,prism,ethanol,Cc1cccc(C)c1NC(=O)C(C)(C)C
23977,MIGVAA,needle,ethanol,Clc1cccc(NC(=O)c2ccccc2)c1Cl
23978,MIGVEE,block,acetone,Clc1cc(Cl)c(Cl)c(c1)C(CC(=O)C1=C(Br)C=CS1)CC(=O)C1=C(Br)C=CS1
23979,MIGVII,block,acetone,Clc1c(Cl)c(Cl)c2C(=O)N(C(=O)c2c1Cl)c1ccccc1N(=O)=O
23982,MIGXEG,prism,acetonitrile,Brc1ccc2OC(C=Cc2c1)(c1ccccc1)c1ccccc1
23983,MIGXIK,block,acetonitrile,Cc1cc(Br)c(C)c2C=CC(Oc12)(c1ccccc1)c1ccccc1
23985,MIGXUW,prism,ethanol,O=C(NC(c1ccccn1)(c1ccccn1)c1ccccn1)c1cc(cc(c1)N(=O)=O)N(=O)=O
23988,MIGYEH,plate,acetone,OC(=O)C1=CC(=NN1Cc1ccc(Cl)nc1)c1ccccc1
23995,MIHLIB01,prism,toluene,OB1OCc2cc(Oc3ccc(cc3)C#N)ccc12
23998,MIHRAW,prism,ethanol,CCCCN(CCCC)c1ccc2c(OC3=C2C(O)(c2ccccc2)c2ccccc2C3=O)c1
23999,MIHVAB,block,ethanol,CC(C)(C)C1C(=C(N)NC(=C1C#N)Sc1ccccc1)C#N
24007,MIHXEG,prism,water,NC(=O)c1cccc(C(N)=O)c1c1c(cccc1C(O)=O)C(O)=O
24011,MIHZAF,block,isopropanol,COc1cc(OC)c2C=C(C(=O)OC3CC(C)CCC3C(C)(C)c3ccc4ccccc4c3)C(=O)Oc2c1
24015,MIHZUZ,prism,ethanol,COc1cc2CCN(C(C#N)c2cc1OC)C(=O)OC1CC(C)CCC1C(C)C
24016,MIJBAJ,prism,ethanol,CCC(C)C(=O)N1CCc2cc(OC)c(OC)cc2C1(C)C#N
24017,MIJCOY,plate,diethyl ether,CC(NC1=OB(F)(F)OC2=C1CC(C)(C(=O)C2(C)C)c1ccc(C)cc1)c1ccccc1
24020,MIJVEH,block,acetonitrile,CC(=O)N(CC(=O)N1CCCCC1)C(Cc1ccccc1)C(=O)Nc1ccc(cc1)N(=O)=O
24024,MIKCIT,block,heptane,C[Si]1(C)[As]2[Si](C)(C)[Si]3(C)[Si](C)(C)[As]1[Si](C)(C)[Si]3(C)[Si]2(C)C
24040,MILDAM,needle,hexane,COCOCC1OC(C2OC(C)(C)OC12)N1C(=O)NC(=O)C=C1N(O)C(C)(C)C
24042,MILHIZ,prism,methanol,Cc1ccc(cc1)S(=O)(=O)NCc1ccccc1N
24047,MILREE,prism,ethyl acetate,CC(N(Cc1ccccc1)C(=O)c1cccc2ccccc12)c1ccccc1
24050,MILWOU,prism,hexane,Cc1ccc2c(CC(C)(C)C2=C2c3ccc(C)cc3CC2(C)C)c1
24051,MILWUA,plate,methanol,Cc1cc(OC(=O)c2ccc(cc2)N(=O)=O)cc2CCC(C)(C)Oc12
24058,MIMKID,plate,ethyl acetate,CCOP(=O)(CN1C=C(N=N1)c1ccccc1)OCC
24064,MIMSAD,prism,hexane,CC1(C)Cc2cc(Br)ccc2C1=C1c2ccc(Br)cc2CC1(C)C
24065,MIMSEH,prism,hexane,CC1(C)Cc2ccccc2C1=C1c2ccccc2CC1(C)C
24069,MINCIW,plate,methanol,COC(=O)C1=C(N=CN1)C(=O)OC
24071,MINFOF,plate,methanol,OC1CCC(O)C2C1C(O)C=CC12Oc2cccc3cccc(O1)c23
24072,MINGOF,prism,isopropanol,CC(C)NS(=O)(=O)C1C(NC(=O)C2=C(C)ON=C2c2ccccc2Cl)C(=O)N1C1(OC1(C)C)C(=O)OCc1ccccc1
24080,MINSAG,plate,tetrahydrofuran,CCC1(CC)CC(C)(C)N(c2c(cccc2C(C)C)C(C)C)C1=C1C=C(OC(=C1)C(C)(C)C)C(C)(C)C
24081,MINSOR,plate,acetonitrile,ClC1=C(NC(=C1Cl)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1
24083,MINVAH,plate,methanol,Fc1c(F)c(F)c(OCCCC2(CCCOc3c(F)c(F)c(F)c(F)c3F)c3cc(I)ccc3c3ccc(I)cc23)c(F)c1F
24085,MINYAJ,plate,diethyl ether,CN(C)C(=O)CCC(C)=C1C=CC=C1
24087,MINYEN,block,diethyl ether,CN(C)C(=O)CCC(C)(C)C1=CCC=C1
24090,MIPCAQ,block,ethanol,Cc1ccc(cc1)N1Cc2ccccc2NC1=O
24092,MIPCEU,block,hexane,CC(C)c1cccc(C(C)C)c1C(=O)C(=O)c1c(cccc1C(C)C)C(C)C
24094,MIPGOI,plate,methanol,CC(N1C(CC=Cc2ccccc2)C2CC1C(N2C(C)c1ccccc1)c1ccccc1)c1ccccc1
24099,MIPJUR,prism,cyclohexane,COC(=O)C=C(c1ccccc1)C(=C(C)O)C(=O)OC
24102,MIPLON,block,ethyl acetate,CCCC1C(C(O)CC2CCC(=O)N12)N(=O)=O
24103,MIPMED,block,acetone,OC12CCCCCCC3CCN4CCCC(CCCCCCC5CCN(CCC1)C2O5)C4O3
24105,MIPMIH,block,acetone,OC1CC2CCCCCCC3CCN4CCCC(CCCCCCC5CCN(C1)C2O5)C4O3
24112,MIPNEE,prism,ethanol,CCOC1=CC(=O)NN=C1c1ccccc1
24114,MIPNII,plate,ethanol,CS(=O)(=O)C1=CC(=O)NN=C1c1ccccc1
24119,MIPTIP,prism,ethanol,[O]N1=C2C=CC=CC2=C(C#N)N1CC1=CC=CO1
24120,MIPXIT,prism,ethanol,CC1=C(C=CS1)C(C1=C(C)SC=C1)=C(C1=C(C)SC=C1)C1=C(C)SC=C1
24128,MIQLUT,prism,methanol,COC1=CC(=O)C2(C(Cl)CC34N(C)CCC23CC(=O)C(=C4OC)OC)C1O
24129,MIQMAA,prism,ethanol,Cc1cc(C)c(c(C)c1)C(=C(OC(=O)NC(C)(C)C)C(C)(C)C)c1c(C)cc(C)cc1C
24132,MIQQEJ,block,pentane,CCN1C=CC=CB1OCC(=O)OC
24133,MIQQUY,prism,dimethylformamide,COc1ccc(cc1)C=C1CCCc2c1nc(O)nc2C(F)(F)F
24136,MIQRUZ,prism,ethyl acetate,CC(=O)N1C(=O)C2(OC(=O)C(c3ccccc3)C32C(=O)N(C(C)=O)c2ccccc32)c2ccccc12
24139,MIQVUF02,block,acetonitrile,N1c2ccccc2c2ccc3c(Nc4ccccc34)c12
24146,MIRJEC,block,methanol,CC1CC2CC(C)P1(=[Se])C2
24153,MIRMIK,plate,hexane,C[Si]1(C)C=C[Si](C)(C)C#C[Si]2(C)CC[Si](C)(C#C1)C#C[Si](C)(C)C=C[Si](C)(C)C#C2
24161,MIRYUI,block,dimethylformamide,CC(=NNC(=O)C1=NNC(=C1)c1ccccc1)c1ccccc1
24162,MIRZOD,block,acetone,CC1CC2(OC(C)=O)C(C1OC(=O)c1cccnc1)C(OC(C)=O)C(=C)CCC1C(C=C(C)C2=O)C1(C)C
24163,MISBEW,block,acetone,CC(C)OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
24165,MISCEX,prism,ethanol,Cc1ccc(NC(=O)c2ccccc2)cc1C
24169,MISDUN,plate,acetone,COc1ccc2nccc(C3OC(C)(C)N4CCC(CC34)C=CC)c2c1
24170,MISGIF,prism,tetrahydrofuran,Cl[Li]12O([Li]3(Cl)O([Li](Cl)(O1=P(CC)(CC)CC)O23=P(CC)(CC)CC)=P(CC)(CC)CC)=P(CC)(CC)CC
24175,MISMIN,prism,hexane,CC1CC23CC=CC=CC2(C3)C1=O
24177,MISMUX,block,methanol,CN(C)CCC1=CNc2ccc(CS(=O)(=O)N3CCCC3)cc12
24180,MISNUY,plate,ethyl acetate,CCSC1=NC2=CC(=NN2C(=N1)c1ccccc1)c1ccc(Cl)cc1
24181,MISPAG,block,ethyl acetate,CCSC1=NC2=CC(=NN2C(=N1)c1ccc(Cl)cc1)c1ccc(Cl)cc1
24189,MISYIW01,prism,acetone,COc1ccc2C(N(CCc2c1)c1ccccc1)c1ccc(F)cc1
24191,MISZET,prism,methanol,CC(C)C1CCC(C)(O)C(Cl)C1=O
24193,MISZIY,block,diethyl ether,COC(=O)C1NC(=O)N2C(C)CCCC12
24194,MITCAT,needle,acetonitrile,O=C1CCC2(O1)OP1(OC2=O)OC(=O)C2(CCC(=O)O2)O1
24195,MITCIE,block,diethyl ether,CC(C)C1CCC2(C)C1C=CC1COC32SCCSC13
24196,MITDAU,plate,diethyl ether,CCN1C2C(N(C)C1=O)N(CC)C(=O)N2C
24199,MITNUZ,prism,ethanol,Cc1cc(C=Nc2ccccc2SCCSc2ccccc2N=Cc2cc(C)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C
24210,MIVMIN,block,toluene,Fc1c(F)c(F)c(c(F)c1F)B(c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)N(=Cc1ccccc1)c1ccccc1
24215,MIVPEM01,prism,diethyl ether,CCOC(=O)NN=C(C=NN(C(=O)OCC)c1ccc(Cl)cc1)C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O
24216,MIVWIX,block,ethanol,Cc1ccc(cc1)S(=O)(=O)N=S1(=O)CCCCC1
24217,MIVWOD,block,ethanol,COC1(CCS(CC1)=NS(=O)(=O)c1ccc(C)cc1)OC
24218,MIVXAQ,block,ethanol,Cc1ccc(cc1)S(=O)(=O)N=S1CCC2(CC1)OCC(C)(C)CO2
24227,MIWHIJ01,block,ethyl acetate,Cc1ccc(cc1)S(=O)(=O)Oc1cccc2cccnc12
24229,MIWNUB,prism,ethanol,CC(NP1(=O)Oc2ccc3ccccc3c2c2c(O1)ccc1ccccc21)c1ccccc1
24231,MIWQOZ,prism,ethyl acetate,O=C(CC1Oc2ccccc2C=C1c1ccccc1)c1ccccc1
24234,MIWZOH,block,hexane,COC(=O)C12CC31CCC(C)C1(CCC4=COC=C4)C(OC(C=C2)C31)OC(C)=O
24235,MIXHOR,block,methanol,CCOC(=O)C1(C(c2ccccc2O)C2(C1c1ccccc1OC2=O)C(=O)OCC)C(=O)OC
24243,MIXQUF02,prism,dimethylsulfoxide,COC(=O)C(Cc1ccccc1)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)OC(C)(C)C
24253,MIXWEW,block,ethanol,COc1cc2CC(=O)N(CCCCl)C=Cc2cc1OC
24254,MIXWIA,block,acetone,C=CCN1C2CCCCC2N(CC=C)C(C1c1ccccc1)c1ccccc1
24259,MIXXIB,plate,ethanol,Cc1ccc(O)c(c1)C(C)=NNC(=O)CC1=CNc2ccccc12
24261,MIXXUN,prism,water,Oc1ccc(C=O)cc1N(=O)=O
24264,MIXYIC,block,ethanol,NC(=S)NN=CC1=CNc2ccc(Br)cc12
24267,MIXZEZ,plate,ethanol,CCOC(=O)C1=C(C)C(=C(S1)N=Cc1c(O)ccc2ccccc12)C(=O)OCC
24268,MIXZID01,prism,ethyl acetate,CCOc1ccc(cc1)N1C(C=Cc2ccccc2)C(N2C(=O)c3ccccc3C2=O)C1=O
24272,MIYBIG,block,benzene,CC1=C(c2cc(I)cc(C)c2O1)S(=O)(=O)c1ccccc1
24274,MIYCAZ,plate,acetone,Cc1ccc(cc1)C=CC(=O)c1ccc(F)cc1
24275,MIYCED,block,acetone,Cc1ccc(cc1)C=CC(=O)c1ccc(Cl)cc1Cl
24276,MIYCIH,block,dimethylsulfoxide,CC(C)(C)C(=O)NC(=S)NC1CCCCC1NC(=S)NC(=O)C(C)(C)C
24282,MIYDOO,block,benzene,CC1=C(c2c(O1)ccc1cc(Br)ccc21)S(=O)(=O)c1ccccc1
24283,MIYDUT,needle,acetone,COc1ccc(CCNC(=O)C=Cc2ccccc2)cc1OC
24286,MIYFOP,prism,acetonitrile,CC(=Nc1ccc(cc1)N=C(C)c1ccncc1)c1ccncc1
24287,MIYFUV,prism,methanol,O=N(=O)c1ccc(cc1)C(C1=CC=CN1)C1=CC=CN1
24289,MIYGEG,needle,methanol,Cc1ccc(cc1)C=C1Cc2ccccc2C1=O
24291,MIYGOQ,needle,pentane,OC1C(Oc2ccccc2Br)C=Cc2ccccc12
24292,MIYGUW,plate,pentane,COc1ccc(COCC2C=CC(C(OC(=O)c3ccc(Br)cc3)C2COCc2ccc(OC)cc2)N(C)c2ccccc2)cc1
24293,MIYHAD,prism,diethyl ether,Cc1cc(C)cc(c1)P(Nc1ccc2CCCCc2c1c1c(NP(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)ccc2CCCCc12)c1cc(C)cc(C)c1
24301,MIYHUX,plate,benzene,CCOC(=O)NC(=O)CC(C)=O
24302,MIYJAF,prism,hexane,ClC(=C1SSC(SS1)=C(Cl)c1ccccc1)c1ccccc1
24305,MIYKEK,prism,ethanol,ClCCNS(=O)(=O)N(Cc1ccccc1)Cc1ccccc1
24310,MIYQOA,prism,ethanol,Oc1ccc(cc1)C=NCC1=CC=CO1
24312,MIYRUH,plate,diethyl ether,CN1C(=CP(c2ccccc2)c2ccccc2)N(C)C(=C1C)C
24314,MIYSES,prism,pentane,CC1(C)OB(OC1(C)C)C(B1OC(C)(C)C(C)(C)O1)(c1ccccc1)c1ccccc1
24316,MIYSIW,prism,pentane,CC1(C)OB(OC1(C)C)C1(CCCc2ccccc12)B1OC(C)(C)C(C)(C)O1
24318,MIYSOC,prism,pentane,CC1(C)OB(OC1(C)C)C(C)(B1OC(C)(C)C(C)(C)O1)c1ccccc1
24319,MIYSUI,plate,pentane,COc1ccccc1C(C)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1
24327,MIZGAE,needle,acetone,CC1(C)CCC23CCC4(C)C(C2C1OC3=O)C(=O)CC1C2(C)CCC(O)C(C)(C)C2CCC41C
24329,MIZJAI,block,ethyl acetate,CON(C)C(=O)C1=C(C2C(C1C(=C2C(=O)N(C)OC)C(=O)N(C)OC)=C(C)C)C(=O)N(C)OC
24330,MIZLEO,block,ethyl acetate,S=C1N=NC2(CCCC2)N1c1ccccc1
24331,MIZLIS,block,cyclohexane,CC(=O)C12CCCC(C)(C)C1C1C(Br)(Br)C1(C)CC2
24334,MLEICA01,needle,ethyl acetate,O=C1OC(=O)C=C1
24335,MNIANL11,block,ethanol,Nc1cccc(c1)N(=O)=O
24336,MNPHOL25,prism,benzene,Oc1cccc(c1)N(=O)=O
24337,MNPMAL01,prism,ethanol,OC(=O)C=CC(=O)Nc1cccc(c1)N(=O)=O
24344,MOBLOE,prism,ethyl acetate,CCC1=Nc2ccccc2[N+]2=NN(C(=C12)[O-])c1ccc(F)c(F)c1
24346,MOBMUN,block,ethanol,O=N(=O)c1cc2OC(Oc2cc1N(=O)=O)(c1ccccc1)c1ccccc1
24347,MOBNOJ,needle,ethanol,Cc1cccc(c1)C(=O)C=Cc1cccc(c1)N(=O)=O
24350,MOBZAC02,plate,ethanol,COc1ccc(C=CC(=O)c2ccccc2)cc1
24353,MOCBUB,block,hexane,ClP1(=NP(=NP(=N1)(Cl)N(Cc1ccccc1)Cc1ccccc1)(c1ccccc1)c1ccccc1)N(Cc1ccccc1)Cc1ccccc1
24361,MOCNIC,plate,acetone,CCCCCCCCCCCCNC(=O)Nc1nc(O)cc(n1)N(CCCC)CCCC
24363,MOCPEA,block,diethyl ether,CCOC(=O)C1=CCN(C1c1cc(OC)c(OC)c(OC)c1)P(=O)(c1ccccc1)c1ccccc1
24367,MOCTOO,prism,ethanol,CCC1=NC2=C(Sc3nccnc23)C(=O)N1c1ccccc1
24369,MOCTUU,prism,ethanol,O=C1N2CCCC2=NC2=C1Sc1nccnc21
24370,MOCVEF,block,diethyl ether,CC1=CN=C2SCCN2S1(=O)=O
24372,MOCVIJ,prism,ethanol,ClC=C(N=C(c1ccccc1)c1ccccc1)N1C=CC=C1
24374,MOCWEG,prism,ethanol,CCC12CC3CC(N(CCOC)C1=O)C12c2ccccc2N=C1C13SCCS1
24378,MOCXEH,prism,ethanol,CC1=NNC(=C1)C1=C(C)N=C2C=CC=CN2C1=O
24380,MOCXOS,prism,acetone,COc1c(OCC2OC2(C)CC2CC(=C)C(=O)O2)ccc2C=CC(=O)Oc12
24382,MOCYEJ,plate,tetrahydrofuran,CCOC(=O)c1cnc2c(F)c(F)c(F)cc2c1OS(=O)(=O)c1ccc(C)cc1
24385,MOCYOT,block,diethyl ether,CCO(CC)[K]123456(Nc7c(cccc7c71c2(C(C)C)c3c4(C(C)C)c5c67C(C)C)c1c(cc(cc1C(C)C)C(C)C)C(C)C)O(CC)CC
24391,MOCZIP,prism,ethanol,CC(C)c1cc(C(C)C)c(c(c1)C(C)C)P(=O)(c1c(cc(cc1C(C)C)C(C)C)C(C)C)c1c(cc(cc1C(C)C)C(C)C)C(C)C
24393,MOCZOV,needle,ethanol,CC(C)c1cc(C(C)C)c(c(c1)C(C)C)[As](=O)(c1c(cc(cc1C(C)C)C(C)C)C(C)C)c1c(cc(cc1C(C)C)C(C)C)C(C)C
24395,MOCZUZ,prism,ethanol,Cc1cc(CN(CCN(CC2=CC=CO2)Cc2cc(C)cc(C=O)c2O)CC2=CC=CO2)c(O)c(C=O)c1
24396,MODBAI,prism,benzene,Clc1ccccc1P(c1ccccc1)c1ccccc1
24397,MODCAJ,needle,ethyl acetate,COc1ccccc1OC(CO)C(O)c1ccc(OC)c(OC)c1
24399,MODCOX,needle,toluene,CCOP(=O)(OCC)Oc1c(OC)cc(OC)c2C(C)OC(C)Cc12
24401,MODDOY,block,diethyl ether,COC(=O)C1=C(C)N=C2SC(C)(C)C=C(C)N2C1=O
24402,MODDUE,prism,acetone,COc1ccc(cc1)C(=Cc1ccc(cc1)c1ccc(cc1)C=C(c1ccc(OC)cc1)c1ccc(OC)cc1)c1ccc(OC)cc1
24403,MODFEQ,needle,cyclohexane,CC(C)(C)Nc1c2ccccc2nc2ccccc12
24404,MODGER,plate,ethyl acetate,CN(C)c1ccc(Cc2ccc(cc2C=CC(C)=O)N(C)C)c(I)c1
24407,MODMUO,block,diethyl ether,N#Cc1ccc(COCc2ccc(cc2)C#N)cc1
24409,MODNOJ,needle,acetone,COc1ccc(C=CC(=O)C2=CC=CS2)cc1OC
24412,MODPEB,block,methanol,COc1cc(cc(OC)c1OC)C1=NN(C(O1)c1ccc(Cl)c(Cl)c1)C(C)=O
24413,MODPIF,block,ethanol,N#Cc1ccccc1c1ccc(CN2N=NC(=N2)c2cccnc2)cc1
24414,MODPOL,block,ethanol,Cc1ccc(cc1N(=O)=O)C1=NN=NN1
24418,MODRED,prism,ethanol,CC(C)c1ccc(cc1)C=C(C)C(O)=O
24419,MODRIH,prism,ethanol,O=C(NC(=S)N1CCCCC1)C1=CC=CO1
24420,MODRON,prism,ethanol,CCOc1ccc(cc1)C=C(CC)C(O)=O
24422,MODSIH,prism,heptane,CC(C)(C)C1=C(C1=[Si]([Si](C)(C)C(C)(C)C)[Si](C)(C)C(C)(C)C)C(C)(C)C
24423,MODSON,plate,hexane,C[Si](C)(C)OC(C=C([Te]c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
24427,MODVAD,needle,ethanol,Clc1ccc2NC3=C(CCCC3=O)c2c1
24430,MODWAE,block,acetone,CC(C)C1CCC(C)CC1OC1OC(=O)C(=C1NCCCCCCNC1=C(Br)C(=O)OC1OC1CC(C)CCC1C(C)C)Br
24434,MODWOS,block,methanol,CCOC(=O)NN=Cc1ccc(Br)cc1
24435,MODWUY,block,ethanol,COc1ccc(cc1)C=NC1CCCCC1N=Cc1ccc(OC)cc1
24436,MODXAF,block,methanol,COc1cc(cc(OC)c1OC)C(=O)NN=Cc1ccc(F)cc1
24438,MODXOT,needle,ethanol,CN(C)c1ccc(cc1)C(CC(=O)c1ccccc1)CC(=O)c1ccccc1
24441,MODYEK,block,ethanol,COc1ccc(O)c(c1)C(C)=NCCCN=C(C)c1cc(OC)ccc1O
24442,MODYIO,needle,acetone,OC(=O)CCC(=O)Nc1ccccc1F
24444,MODZAH,block,acetonitrile,OC(=O)C1C2CCC(CC2)C1C(=O)c1ccccc1
24445,MODZEL,needle,ethanol,Brc1ccc(cc1)C(=O)CC(CC(=O)c1ccc(Br)cc1)c1ccccc1
24447,MODZIP,plate,ethyl acetate,COc1ccccc1C1NC(=NC2=C1C(=O)N(C)C(=O)N2C)SCc1ccccc1
24451,MOFBIT,block,ethanol,COC(=O)NN=C(C)c1ccc(O)cc1
24452,MOFBOZ,block,ethanol,COC(=O)NN=C(C)c1ccc(OC)cc1
24453,MOFBUF,block,water,O=C1NC(=O)c2ccccc2N1
24455,MOFCEQ,block,ethanol,CN1N(c2ccccc2)C(=O)C(=C1C)N=Cc1cccc(Oc2ccccc2)c1
24457,MOFCOA,block,ethanol,CCN1C2=C(C(=O)CCC2)c2ccccc12
24458,MOFDOB,block,benzene,CS(=O)C1=C(Oc2ccccc12)c1ccccc1
24459,MOFFAP,block,hexane,CC1OCC(O[Si](C)(C)C(C)(C)C)C(O1)C1CC(ON1Cc1ccccc1)OC(C)=O
24465,MOFLOJ,prism,diethyl ether,CCO(CC)[Li]1(Fc2ccccc2N1c1c(cccc1C(C)C)C(C)C)O(CC)CC
24467,MOFNIE01,block,hexane,O=N(=O)c1ccccc1S(=O)(=O)N=[N+]=[N-]
24469,MOFVAE,block,ethyl acetate,COC1OC(CCC2OC(OC)C3OC(C)(C)OC3C2O)C(O)C2OC(C)(C)OC12
24470,MOFVEJ,needle,dimethylformamide,COc1ccc(cc1OC)C(=O)C(=O)c1ccc(OC)c(OC)c1
24471,MOFVUZ,prism,ethanol,S=C1NN=C(N1CCc1ccccc1)C1=CC=CO1
24474,MOFYEM,prism,methanol,CCN1C2OC3CCC2(C)C2CC4C1C32C1CC(=O)C2CC41C(O)C2=C
24475,MOFYOW,prism,ethanol,COc1nc(CBr)c(Br)c(OC)n1
24476,MOFYOX,block,acetone,CC(CCC(O)C(C)(C)O)C1CCC2(C)C3CCC(C(C)=C)C4(CCC(O)=O)CC34CCC12C
24477,MOFYUC,prism,methanol,COc1nc(OC)c(Br)c(n1)C(Br)Br
24478,MOFZAJ,prism,ethyl acetate,COc1nc(C)c(c(OC)n1)c1ccccc1
24484,MOGFIY,prism,hexane,C[Si]1(C)c2cccc3c2c2c1cccc2[Si]3(C)C
24488,MOGLAV,block,water,Nc1nc(Cl)nc(C(F)F)c1S(=O)(=O)Cc1ccccc1
24490,MOGLIF,needle,ethyl acetate,CCCCCC(O)C1C2C(CCC3(C)OC23)CN1C(=O)c1ccc(cc1)N(=O)=O
24491,MOGNIG,block,ethanol,Cc1cccc(C)c1N=Cc1ccccc1Nc1ccccc1Sc1ccccc1
24498,MOGYEN,prism,benzene,O=CN(CN(C=O)C=O)C=O
24499,MOGYIR,block,acetonitrile,OCN(C=O)C=O
24500,MOGYOX,plate,acetonitrile,O=CN(CN(CN(C=O)C=O)CN(C=O)C=O)C=O
24510,MOHCIW,block,ethyl acetate,CC(C)(C)OCC(NC(=O)OCC1c2ccccc2c2ccccc12)C(O)=O
24511,MOHDET01,plate,methanol,OC(=O)COc1cc2ccccc2cc1OCC(O)=O
24515,MOHSAE,block,benzene,CC(=O)Nc1ccc2N3CN(Cc2c1)c1ccc(cc1C3)c1c(C)cccc1C(=O)Oc1ccc(cc1)C(F)(F)F
24516,MOHVOW,needle,ethanol,CN(C)CCN1N=C2c3cnccc3Sc3c(ccc1c23)N(=O)=O
24518,MOHYUF,needle,ethyl acetate,COC(=O)C1(CCCCC#CCC(CC=CC1)(C(=O)OC)C(=O)OC)C(=O)OC
24523,MOJPIK,prism,hexane,OC(C1CCCCC1)C1CCCCC1=O
24525,MOJRAF01,block,ethanol,OC(=O)CNC(=O)CN1C(=O)c2ccccc2C1=O
24526,MOJREI,prism,hexane,CCC1CCC(=O)C1C(OC(=O)c1ccc(Br)cc1)c1ccccc1
24527,MOJTUB,block,ethyl acetate,CC(C)C1N(C)C(=O)C(C)N(C)C1=O
24531,MOKGEY01,block,hexane,c1ccc(cc1)N=Nc1ccccc1[SiH](c1ccccc1)c1ccccc1
24534,MOKJUS,prism,ethanol,CCOC(=O)C1=C(C)OC(=C(C#N)C1C(C)C)N
24535,MOKKAZ,prism,ethanol,Cc1ccc(cc1)N1CCNC1=NC(=O)Nc1cccc(Cl)c1
24538,MOKKON,block,water,OB(O)c1ccc(F)cc1F
