,REFCODE,Habit,Solvent,SMILES
36307,SEZFOT,plate,water,Fc1ccc(cc1)C1NC(=O)Oc2ccc3ccccc3c12
36309,SEZJAJ,block,acetone,CCOP(=O)(OCC)C(NC1=NN=C(S1)c1ccc(F)cc1)c1ccccc1
36310,SEZJUD,block,ethyl acetate,CC(C)(C)c1ccc(CNC(=O)C2=CC(=NN2CC(O)=O)c2ccccc2)cc1
36311,SEZKAK,block,methanol,COC(=O)C1(CC2(N3CCCC13)C(=O)Nc1ccccc21)C1(O)C(=O)c2ccccc2C1=O
36314,SEZMAO,plate,acetone,C1CCN2C(C1)N1CCCCC1N1CCCCC21
36315,SEZNAN,block,ethyl acetate,CCOC(=O)C1=CC(=NN1)c1cc(C)ccc1O
36318,SEZNUH,block,acetone,Brc1ccc(cc1)C1=Nc2ccccc2N1
36319,SEZPET,block,diethyl ether,CCOC(=O)C(=O)N1C(Cc2ccccc12)C1=CNc2ccccc12
36320,SEZPOD,block,ethanol,CCOC(=O)C1=C(O)C(Sc2ccccc2)C(NC1c1ccc(F)cc1)c1ccc(F)cc1
36321,SEZPUJ,prism,methanol,O=S(=O)(N1C=CC2=C(OC(=C12)c1ccccc1)c1ccccc1)c1ccccc1
36322,SEZQIY,plate,acetone,NC(=O)NN1C(=O)c2ccccc2C1=O
36323,SEZROF,block,dimethylsulfoxide,Clc1ccc(NC(=S)NC(=O)Cc2ccccc2)cc1Cl
36324,SEZSIA,block,acetone,COc1ccc(cc1)C(=O)C=Cc1ccc(cc1)c1ccccc1
36325,SEZSOG,block,acetone,O=C(C=Cc1ccc(cc1)c1ccccc1)c1ccccc1
36326,SEZTEX,block,acetone,Clc1ccc(c(Cl)c1)C(=O)C=Cc1ccc(cc1)c1ccccc1
36327,SEZVEZ,prism,ethyl acetate,CC(C(=O)Nc1ccccc1)C(=O)OCc1ccc(cc1)N(=O)=O
36328,SEZWEA,plate,ethyl acetate,CS(=O)(=O)ON1C(=O)CCC1=O
36335,SEZZOP,block,acetonitrile,Oc1c(Br)cc(cc1C=Nc1ccccc1SSc1ccccc1N=Cc1cc(cc(Br)c1O)N(=O)=O)N(=O)=O
36337,SIBBIP01,prism,acetonitrile,COc1c(O)ccc(C=C(C#N)C(=O)Nc2cccc(Cl)c2)c1N(=O)=O
36338,SIBBUB,block,acetonitrile,CC(C)C(=O)C1=C(O)C(=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O)CC=C(C)C
36340,SIBCEM,block,ethyl acetate,CC(C)c1nc(nc(c1C)c1ccc(F)cc1)N(C)S(C)(=O)=O
36343,SIBDEN,prism,ethanol,CN1C(=S)C2(C(SC3=C(C2c2ccccc2)c2ccccc2N3C)c2ccccc2)c2ccccc12
36345,SIBFAL,plate,ethyl acetate,CCOC(=NNC(C)=O)c1ccc(C)cc1
36346,SIBFEP,prism,ethyl acetate,CCOC(=NNC(C)=O)c1ccccc1
36350,SIBJET,block,acetone,OC1C2CCOC2CN2C1CCC2=O
36352,SIBJOD,prism,ethyl acetate,CC1C(=O)OC2=C(C)C3C(=O)CC4C3(C)CCC124
36355,SIBMAR01,prism,ethanol,CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C32OC(=O)c2ccccc32)c1
36356,SIBPEY,needle,ethanol,Oc1ccc(cc1)C(=O)OCc1ccccc1
36358,SIBQAV,needle,ethanol,Oc1ccc(SCCOCOCCSc2ccc(O)cc2)cc1
36359,SIBQEZ,needle,ethanol,CC(C)Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1
36366,SICFES,needle,acetonitrile,OC(=O)c1cccc(c1)C#CI
36367,SICJEU,block,methanol,C[OH][Na]1234O=C(c5ccccc5)c5nnc(n15)C(=O[Na]1([OH]C)(O=C(c5ccccc5)c5nnc(n15)C(=O2)c1ccccc1)([OH]3C)[OH]4C)c1ccccc1
36381,SIDPUQ,needle,heptane,N#Cc1cc2OC(C=Cc2c2ccccc12)(c1ccccc1)c1ccccc1
36383,SIDZIP,plate,ethanol,CC1(C)C2CCC(C2)C1(C)SC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
36385,SIFDIV,prism,toluene,CC(C)(C)OC(=O)N1CCCC1NC(=O)ON1C(=O)CCC1=O
36388,SIFGUK,block,ethyl acetate,COc1ccc(cc1)C(=O)CC(c1ccccc1)C1=C(O)c2ccccc2OC1=O
36404,SIGVIO,needle,toluene,CC(C)(C)P(=[Se])(N=P([Se][Se]P(=NP(=[Se])(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C)C(C)(C)C
36405,SIGYEN,needle,ethanol,CC12OC1C(=O)c1ccccc1C2=O
36407,SIGYOX,prism,diethyl ether,CS(C)(=O)=NP(Cl)Cl
36409,SIGZOY,block,acetone,COc1ccc(cc1OC)C(=O)C=Cc1ccc(cc1)N(C)C
36413,SIHCES,prism,diethyl ether,COC(CN1C2CC(CC1=O)CC1=C2c2ccccc2N1)OC
36414,SIHCIW,plate,ethyl acetate,CCCOc1ccc(cc1N(=O)=O)C(=O)OC
36418,SIHDIX,block,ethanol,COc1cc(OC)cc(c1)C(N)=NO
36420,SIHGIA,needle,ethanol,CC(C)(C)C(=O)Nc1ccccc1Cl
36422,SIHJUP01,prism,toluene,C#CC1=CN2[BH2]N3=CC(=CN3[BH2]N2=C1)C#C
36424,SIHMUS,needle,ethanol,CC(NC1C(C)C(C(C(C1C(=O)OC(C)(C)C)c1ccccc1)C(=O)OC(C)(C)C)c1ccccc1)c1ccccc1
36428,SIHNUT,needle,acetone,CC1OC(OC(C)(CCC2C(=C)CCC3C(C)(C)CCCC23C)C=C)C(O)C(O)C1OC(C)=O
36432,SIHWIQ,prism,ethanol,CC(C)(C)CC1C(=C(c2ccccc2)[Si]21C(=Cc1ccccc1)C=C2c1ccccc1)c1ccccc1
36434,SIHXEN,plate,ethanol,c1ccc(cc1)C1=C(c2ccccc2)[Si]2(C(=C1c1ccccc1)c1ccccc1)C(=C(c1ccccc1)C(=C2c1ccccc1)c1ccccc1)c1ccccc1
36436,SIJMUV,prism,acetonitrile,COC(CC(CC=C)O[Si](C)(C)C(C)(C)C)C(C)C(=O)N1C(COC1=O)Cc1ccccc1
36438,SIJSOU,plate,acetone,BrC1=CC2=C(S1)C1=C(C=C(Br)S1)P2(=O)c1ccccc1
36439,SIJSUA,plate,acetone,IC1=CC2=C(S1)C1=C(C=C(I)S1)P2(=O)c1ccccc1
36440,SIJWEP,block,acetone,CC(C)[Si](C#Cc1cc2C(=C(C#N)C#N)c3cccc4c(cc5C(=C(C#N)C#N)c6cccc1c6c2c5c34)C#C[Si](C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C
36444,SIKBIY,plate,ethanol,O=C(CC(N=[N+]=[N-])c1ccccc1)c1ccccc1
36449,SIKPAG,prism,hexane,COc1ccc2c(Sc3cc(C)ccc23)c1
36450,SIKRAG,prism,hexane,O=C1c2ccccc2N(c2ccccc2)C21CCC1=C(O2)c2ccccc2N1c1ccccc1
36451,SIKTIQ,prism,ethanol,S=C1NN=C(N1C1CCCCC1)C1=CC=CO1
36458,SILFUP,prism,ethyl acetate,CCC1(OC(=O)NC(C)c2ccccc2)C(=O)OCC2=C1C=C1N(CCC31OCCO3)C2=O
36459,SILGAW,plate,ethyl acetate,CC(C)C1=C(Cc2ccccc2)N=C(NC1=O)SCC(=O)c1ccccc1
36465,SILHIF,block,acetone,COc1ccc(cc1)C1=COc2cc(OC)cc(OC(C)=O)c2C1=O
36467,SILMUW,block,ethanol,CC1(C)CC(=O)C2=C(C1)N1CCC(=O)NC1=C(C#N)C2c1ccc(Cl)cc1
36468,SILNAD,block,ethanol,COc1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)N(C2=C1C(=O)CC(C)(C)C2)c1ccc(Cl)cc1
36469,SILNEH,block,ethanol,Fc1ccc(cc1)C1C(=C2NC(=O)CN2C2=C1C(=O)CCC2)C#N
36471,SILNUX,block,ethyl acetate,Fc1ccccc1C(=O)C(CN1N=Nc2ccccc12)OC(=O)c1cccnc1
36473,SILPIN,block,ethanol,CCOC(C(Br)C(=O)C1=[N+]([N-]OC1=O)c1ccc(C)cc1)c1ccc(SC)cc1
36474,SILPOT,plate,ethyl acetate,Fc1ccccc1C(=O)C(CN1N=Nc2ccccc12)OC(=O)c1ccncc1
36475,SILPUZ,block,dimethylformamide,OCCNc1c2cccc3C(=O)N(CCO)C(=O)c(cc1N(=O)=O)c23
36476,SILQAG01,prism,ethanol,O=S1(=O)N=C(NCc2ccccc2)c2ccccc12
36478,SILQIO01,block,ethanol,CCOC(=O)c1c(C)nc(NCCO)c(C#N)c1N
36479,SILQOU,block,methanol,CC(C)(C)CC(C)(C)Nc1nc(nc(n1)N1CCOCC1)N1CCOCC1
36481,SILRAH,block,ethanol,CC(=O)C1CC(CC(=O)Nc2c(F)cccc2F)C1(C)C
36482,SILREL,block,ethyl acetate,OC(=O)CCC1CCC(CCC(O)=O)C1=O
36484,SILSAI,block,ethanol,CC1(C)N(Cc2ccccc2O)c2ccccc2N1Cc1ccccc1O
36486,SILSIQ,needle,ethanol,COc1ccc(cc1)N=Cc1ccc2OCOc2c1
36488,SILSUC,block,ethanol,COc1ccc(NCc2ccc3OCOc3c2)cc1
36490,SILTEN,block,methanol,CC(C)(C)CC(C)(C)Nc1nc(Cl)nc(NC2CC(C)(C)NC(C)(C)C2)n1
36491,SILTIQ,prism,hexane,CC1CCc2ccc3ccccc3c2C1=C1C(C)CCc2ccc3ccccc3c12
36492,SILVOZ,prism,pentane,CC(C)[Si](NCc1ccccn1[Li]1(Cl[Li](Cl1)(n1ccccc1CN[Si](C(C)C)(C(C)C)C(C)C)n1ccccc1CN[Si](C(C)C)(C(C)C)C(C)C)n1ccccc1CN[Si](C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C
36493,SILYEU,block,methanol,OC1(COC(=O)c2ccccc2)C(CCOC(=O)c2ccccc2)C(N=[N+]=[N-])C(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1
36495,SIMBOG,block,acetone,CCOC(=O)COc1cc(OCC=C(C)C)ccc1C(C)=O
36501,SIMDOI,block,dimethylsulfoxide,Cc1cccc(NC(=S)NC(=O)C2=CC=CO2)n1
36503,SIMFAW,plate,ethanol,O=C1OC(=Nc2cc(ccc12)N(=O)=O)c1ccccc1
36508,SIMGUR,block,ethanol,O=C(CCN1CCNC1=NN(=O)=O)c1ccccc1
36511,SIMHUS,block,ethanol,CCOc1ccc(cc1)N=Cc1ccc(Br)cc1
36512,SIMJAA,prism,methanol,Cc1ccc(cc1)N1CN2CN(Cc3cc(C)cc(C1)c23)c1ccc(C)cc1
36513,SIMJII,block,ethanol,COc1cc(OC)cc(c1)C1=NOC(=N1)c1ccccc1OCC(=O)Nc1c(C)cccc1C
36514,SIMJOO,needle,ethanol,CC(c1cccc(N)c1)=C(C#N)C#N
36515,SIMJOQ,needle,cyclohexane,CC(=C)C1CC(OC(=O)c2ccc(cc2)N(=O)=O)C(C)(C1)C(C)=O
36516,SIMKIJ,block,hexane,CN1CCN(CC1)Cc1cccc(CN2CCN(C)CC2)c1Br
36517,SIMKOP,block,ethanol,Clc1ccccc1C=C1SC(=O)NC1=O
36518,SIMLEG,block,dimethylformamide,Cc1ccc(O)c(c1)C(C)=Nc1ccc(Cl)cc1
36519,SIMLIK,block,ethanol,CN(C)c1ccc(cc1)C=NCCCCN=Cc1ccc(cc1)N(C)C
36520,SIMLOQ,block,acetone,CSC1=C(CC(O)=O)Oc2ccc(cc12)c1ccc(Br)cc1
36522,SIMMIL,prism,hexane,FC1=C(OC(=C1c1ccccc1)c1ccccc1)c1ccccc1
36524,SIMMUX,block,ethanol,Brc1ccccc1C=NNC(=S)SCc1ccccc1
36526,SIMNOS,plate,ethanol,Oc1ccc(Cl)cc1NC1OC(=O)c2ccccc12
36527,SIMNUY,plate,ethanol,Cc1ccc2Nc3c4OC(C)(C)CC(=O)c4ccc3c2c1
36528,SIMPEK,prism,ethanol,Cc1cccc(NC2OC(=O)c3ccccc23)n1
36531,SIMPUA,block,ethyl acetate,COc1cccc(CCC23OC(C=C2)C(CO)C3CO)c1
36534,SIMQIP,block,ethanol,FC(F)(F)COc1cccnc1Cl
36535,SIMQOV,block,ethanol,Clc1ccc(NC(=O)C2CCCN2C(=O)OCc2ccccc2)nc1
36536,SIMQUB,block,ethanol,CN1CC2C(Sc3ccccc3N=C2C(C1)=Cc1ccccc1)c1ccccc1
36537,SIMREM,plate,ethyl acetate,COc1ccc(Br)cc1C(Br)C(Br)C(=O)c1ccc(Cl)cc1Cl
36538,SIMRIQ,block,ethyl acetate,CN1C(=O)N(C)C2=C(C3CN(CC3C(C)(C)O2)S(=O)(=O)c2ccc(C)cc2)C1=O
36539,SIMROW,block,ethyl acetate,CN1C(=O)N(C)C2=C(C3CN(CC3C(O2)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)C1=O
36541,SIMSAJ,block,dimethylformamide,O=C(CCC(=O)Nc1ccc(cc1)N(=O)=O)Nc1ccccc1
36546,SIMTUE,block,ethyl acetate,Clc1ccccc1C=CC(=O)C=Cc1ccccc1Cl
36547,SIMVEQ,block,acetone,Oc1ccccc1N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O
36548,SIMWER,prism,ethanol,O=C1N(CN2CCCC2)C(=O)c2ccccc12
36551,SIMXES,block,acetone,Cc1ccc(NC(=S)NC(=O)c2ccc(C)cc2)cc1
36552,SIMXUI01,prism,methanol,C(Nc1ccccn1)c1cccc(CNc2ccccn2)c1
36555,SIMYUJ,block,ethyl acetate,Cc1ccc(cc1)c1ccccc1C1=NN(N=N1)C(c1ccccc1)(c1ccccc1)c1ccccc1
36556,SIMZAQ,block,ethanol,CN1C=CN=C1SCC1CCCN1S(=O)(=O)c1ccc(C)cc1
36557,SIMZEU,plate,methanol,FC(F)(F)c1cc(ccc1Br)N(=O)=O
36559,SINBEX02,block,ethanol,CCOC(=O)c1c(C)nc(Oc2ccccc2N(=O)=O)c(C#N)c1N
36560,SINBUN,prism,ethanol,O=C1N(Cc2ccccc2)C(=O)c2ccc(NCc3ccccc3)c3cccc1c23
36562,SINCOI,block,ethanol,CC1=NN=C(SCC2=ON=C([N]2)c2ccc(cc2)S(C)(=O)=O)S1
36565,SINDOJ,needle,ethanol,Cc1ccc(SC(Sc2ccc(C)cc2)=C(C(Cl)=C(Cl)Cl)N(=O)=O)cc1
36567,SINFEB,needle,ethanol,Clc1ccc(NCc2ccc3OCOc3c2)cc1
36568,SINFIF,block,ethanol,Brc1ccc(NCc2ccc3OCOc3c2)cc1
36569,SINFOL,prism,methanol,COc1ccccc1C(=O)NN=C(SCc1ccccc1)SCc1ccccc1
36571,SINHON,block,acetonitrile,O=N(=O)c1ccc(C=Cc2ccc(cc2)N(=O)=O)cc1
36572,SINHUT,block,ethanol,CC(=O)OCC1OC=C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
36578,SIPFEC02,needle,ethanol,Cc1ccccc1[NH+]=Cc1c([O-])ccc2ccccc12
36580,SIPJIK,prism,ethyl acetate,COc1cc(ccc1O)C(CO)C(O)c1ccc(OCc2ccccc2)c(OC)c1
36581,SIPKAD,needle,ethyl acetate,COc1ccc(cc1OC)C1=C(COC(C)=O)c2cccc(OC)c2O1
36583,SIPMAG,block,ethanol,Cc1ccc(cc1Cl)N1C=C2C=C(Cl)C=CC2=N1
36584,SIPNOU,prism,ethanol,CC1(O)CC(C(C(O1)c1ccccc1Cl)N(=O)=O)C1=CC=CO1
36586,SIPQAK01,prism,hexane,COc1c2Cc3cc(cc(C(=O)C(=O)c4cc(cc(Cc5cc(cc(C(=O)C(=O)c1cc(c2)C(C)(C)C)c5OC)C(C)(C)C)c4OC)C(C)(C)C)c3OC)C(C)(C)C
36591,SIQHIJ,prism,methanol,CC1(C)C2CCC(=C)C3C(OC(=O)c4ccccc4)C(OC(=O)c4ccccc4)C(C)(O)C3C12
36596,SIQPOX,block,toluene,CCCCC1=N2([Li]34N1([Li]15N6(C(=N71([Li]16N6(C(=N8([Li]76O6351[Li]12N2(=C(CCCC)N41([Li]862)C(C)(C)C)C(C)(C)C)C(C)(C)C)CCCC)C(C)(C)C)C(C)(C)C)CCCC)C(C)(C)C)C(C)(C)C)C(C)(C)C
36598,SIQVOD,block,methanol,COC1C(COC(C)=O)OC2(OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C1OC
36599,SIQWAQ,block,methanol,CC(=O)OCC1OC2(OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
36604,SIQYEX,plate,ethyl acetate,CC(C)N1[N]C(=NN(C(C)C)C1=O)c1ccc(cc1)C1=NN(C(C)C)C(=O)N([N]1)C(C)C
36605,SIQYIB,block,ethyl acetate,CC(C)N1[N]C(=NN(C(C)C)C1=O)c1cccc(c1)C1=NN(C(C)C)C(=O)N([N]1)C(C)C
36607,SIQZEX,prism,benzene,O=C(c1ccccn1)c1ccccn1
36608,SIQZEY,block,hexane,[BH3][P](N(C)C(C)C(O)c1ccccc1)(c1ccccc1)c1c(OC)cccc1OC
36609,SIQZOI,block,hexane,[BH3][P](NC)(OC(=CC)c1ccccc1)c1ccccc1
36610,SIQZUO,block,hexane,[BH3][P](N(C)C(C)C(OC)c1ccccc1)(N(C)C(C)C(OC)c1ccccc1)c1ccccc1
36612,SIRKIO,block,acetone,O=C1CC(COC(=O)c2c3ccccc3cc3ccccc23)OC2N1CCCC12CC=CCC1COCc1ccccc1
36616,SIRROD,needle,dimethylsulfoxide,CN1C(Sc2ccccc12)=C1SC(C(=C1C)C)=C(C#N)C#N
36617,SIRWUM,plate,heptane,CC1(C)N([O])C(C)(C)c2cc3ccccc3cc12
36618,SIRXOH,block,acetone,S=P(NNP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
36622,SISMUD,block,isopropanol,COC(=O)C=C1SC2=NC3=C(CCCC3=Cc3ccc(Cl)cc3)C(N2C1=O)c1ccc(Cl)cc1
36628,SISZUQ,plate,ethanol,O=C(N1CCC=CC1)c1ccc(cc1)C(=O)N1CCC=CC1
36633,SITDAB,block,acetone,CCOC(=O)C1=C(C)NC2=NC(=NN2C1c1ccccc1Cl)SCc1ccccc1
36634,SITDEF,block,acetone,CCOC(=O)C1=C(CCl)NC2=NC(=NN2C1c1ccccc1)SC
36636,SITFAD,block,ethyl acetate,COc1cc(cc(OC)c1OC)C(=O)Oc1ccc(O)c(O)c1
36639,SITJIP,plate,ethanol,CN(C)c1ccc(cc1)C1=NN=C(O1)C1=C(C)N(N=C1)c1ccccc1
36640,SITKAI,plate,ethanol,O=N(=O)c1ccccc1Oc1cccc(C#N)c1C#N
36641,SITKEM,block,ethyl acetate,Cc1ccc(cc1)S(=O)(=O)NC(c1ccccc1)C(C)(Cl)N(=O)=O
36646,SITLEN,prism,ethyl acetate,CC1=NN(C(=O)C1=NNc1ccc(Br)cc1)c1ncc(Br)cn1
36647,SITLIR,prism,ethyl acetate,Cc1ccc(C=Cc2ccc(C)c(Br)c2)cc1Br
36648,SITMAK,block,ethanol,Cc1cccnc1N=Cc1cc(Br)ccc1O
36649,SITMUE,block,methanol,Oc1ccc(cc1)C1=COc2cc(OCCN3CCCCC3)cc(O)c2C1=O
36650,SITQAN,block,isopropanol,BrC1=CSC(=C1)C1=CC(=CS1)Br
36651,SITQER,block,isopropanol,BrC1=C(SC=C1)C1=C(Br)C=CS1
36652,SITQIV01,prism,ethanol,BrC1=CC(=C(S1)C1=C(Br)C=C(Br)S1)Br
36654,SITVIA,needle,acetonitrile,COC1C(CO)OC(C1O)N1C=Nc2c(N)ccnc12
36655,SIVBEE01,plate,acetonitrile,BrCC(=O)C1=Cc2ccccc2OC1=O
36656,SIVHOW,plate,acetone,CCCN(C)C(=S)NC(=O)c1ccccc1
36667,SIVXAX,prism,ethanol,O=NN1CCN=C1C(=NOC(=O)Cc1ccccc1)c1ccccc1
36668,SIWBEG,prism,benzene,Fc1c(F)c(F)c(c(F)c1F)[Si]1(Oc2ccccc2C(=O1)N1CCCC1)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
36671,SIXFEL,plate,acetonitrile,S1N=C2C(=CC=C(C#Cc3ccccc3)C2=N1)C#Cc1ccccc1
36673,SIXFOV,plate,methanol,COC(=O)C=C1SC(=Nc2c3ccccc3nc3ccccc23)N(NC(C)(C)C)C1=O
36674,SIXHOX,prism,tetrahydrofuran,S1P(=O2[Na]1(O1CCCC1)(O1CCCC1)O1=P(S[Na]21(O1CCCC1)O1CCCC1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
36676,SIXQOG,block,hexane,CC(C)c1cccc(C(C)C)c1N(C=CN(P(Cl)Cl)c1c(cccc1C(C)C)C(C)C)P(Cl)Cl
36677,SIXQUM,block,hexane,CC(C)c1cccc(C(C)C)c1N(C=CN([As](Cl)Cl)c1c(cccc1C(C)C)C(C)C)[As](Cl)Cl
36678,SIXYEE,plate,toluene,NC1=NN=NN1C=C
36679,SIXZUV,needle,ethanol,Clc1ccccc1CN1C(=O)CC2(CCCC2)C1=O
36680,SIYBAE,needle,ethanol,Clc1cccc(CN2C(=O)CC3(CCCC3)C2=O)c1
36681,SIYBEI,needle,ethanol,Clc1cccc(CN2C(=O)CC3(CCCCC3)C2=O)c1
36682,SIYBIM,block,ethanol,Clc1ccc(CN2C(=O)CC3(CCCC3)C2=O)cc1
36683,SIYBOS,block,ethanol,Clc1ccc(CN2C(=O)CC3(CCCCC3)C2=O)cc1
36685,SIYCAG,block,ethyl acetate,Brc1ccc(cc1)N1c2ccccc2N=C1c1ccc(Br)cc1
36686,SIYCEK,block,ethyl acetate,Brc1ccc(cc1)C1=Nc2ccccc2N1c1ccc(cc1)N(=O)=O
36687,SIYPEX,block,methanol,CCCNC1=C(Br)C(=O)c2ccccc2C1=O
36688,SIYVIG,prism,methanol,C=CCN1C(=O)C(c2ccccc2)(c2ccccc2)c2ccccc12
36690,SIYVUS,block,acetone,CC1=C(c2ccc3ccccc3c2O1)S(=O)(=O)c1ccc(Cl)cc1
36691,SIYWON,block,diethyl ether,CC1(O)C2CC3CC1CC(=C)CC(C2)C3=O
36692,SIYXAA,needle,ethanol,Cc1ccc(cc1)C(=O)Oc1c(Cl)cccc1Cl
36693,SIYXEE,prism,ethanol,Cc1cccc(OC(=O)c2ccccc2)c1C
36696,SIYXUU,block,methanol,CC1(C)CC(C)(c2ccccc2)c2ccccc12
36697,SIYYAB,block,acetone,CC1=C(c2cc3OCOc3cc2O1)S(=O)(=O)c1ccccc1
36698,SIYYEF,block,benzene,Cc1ccc2OC(=C(c2c1)S(=O)(=O)c1ccccc1)C
36700,SIYYIJ,prism,benzene,COc1ccc(cc1)N1C2C3C(c4ccccc4)C4(COc5ccccc5C4=O)ON3C(C[Se]c3ccccc3)C2C1=O
36701,SIYYOP,block,ethanol,O=C(CC(CC(=O)C1=CC=CS1)c1ccccc1)C1=CC=CS1
36702,SIYZAC,block,ethyl acetate,COc1ccc(cc1)C1CC(=O)NN1c1ccc(cc1)C(C)C
36703,SIYZEG01,block,ethyl acetate,COC(=O)C(CCC#N)(CCC#N)C(=O)OC
36708,SIZCEK,block,methanol,C1CCC(N=Cc2ccccn2)C(C1)N=Cc1ccccn1
36710,SIZFAI,prism,methanol,CC(C)C(Br)=C(c1ccccc1)c1ccccc1C
36712,SIZJAN,prism,acetonitrile,COc1ccc(cc1)P(=S)(OC1CC(C)CCC1C(C)C)ON(C)C(=O)c1ccc(Cl)cc1
36718,SIZQUN,block,dimethylsulfoxide,CCOC(=O)C1(Cc2ccc3ccccc3c2c2cc3CC(Cc4ccc5ccccc5c4c3cc2C1)(C(=O)OCC)C(=O)OCC)C(=O)OCC
36721,SIZTUR,plate,ethyl acetate,CN(C)C(=O)C1=C(CC(=O)c2ccccc2)C(=O)N2C=Cc3ccccc3C2=C1
36722,SIZXOR,block,acetone,OB(O)c1ccccc1CN1CCN(CC1)c1ccccc1F
36723,SIZYEI,block,diethyl ether,OB1OC(N2CCN(CC2)c2ccccc2F)c2ccccc12
36726,SOBBIV,block,ethanol,COc1ccc2C(=CC(=O)Oc2c1)CN1CCOCCOCCN(CCOCCOCC1)CC1=CC(=O)Oc2cc(OC)ccc12
36729,SOBPAB,block,methanol,COC(=O)C1=C(O)c2ccccc2SC1=O
36731,SOBRAE,prism,toluene,O=N(=O)c1ccccc1P(=O)(c1ccccc1)c1ccccc1
36735,SOBWAI,prism,dimethylsulfoxide,O=N(=O)C(=Cc1ccccc1)C1=[N+]([O-])OC(C1)c1ccccc1
36736,SOBWEM,prism,dimethylsulfoxide,O=N(=O)C(=CC1=[N+]([O-])OC(C1)c1ccccc1)c1ccccc1
36740,SOCDOD,needle,ethanol,COC1CC2=C(C3C1C(O)c1c(O)cccc1C3=O)C(=O)CC(C)(C)C2
36742,SOCJAY,prism,methanol,CC(C=Nc1ccccc1SCCSc1ccccc1N=CC(C)=Cc1ccccc1)=Cc1ccccc1
36744,SODDOG,block,methanol,O=C1C(CCCCC1=CC1=CC=CS1)=CC1=CC=CS1
36747,SODGOJ,block,ethyl acetate,COC(=O)CN1OCC(C1c1ccccc1)S(=O)(=O)c1ccccc1
36748,SODHAW,prism,ethanol,OC1(CC(c2ccccc2)C(C#N)(C#N)C(C1C(=O)c1ccc(F)cc1)c1ccccc1)c1ccc(F)cc1
36750,SODHIE,prism,methanol,CC1=NNC(=S)N1N=Cc1ccc(O)cc1
36754,SODKAZ,block,acetonitrile,CC(C)(C)[Si](C)(C)OC1CCOS(=O)(=O)N2C1C(CCc1ccccc1)OC2=O
36764,SOFHEB,block,pentane,CC(C)(C)c1ccc2c3ccc(cc3C(=C(Cl)Cl)c2c1)C(C)(C)C
36770,SOGCUN,prism,ethanol,Oc1ccc(cc1)C1=CC(=NN1c1ccccc1)c1ccccc1O
36771,SOGDAU,prism,ethanol,CC(=NNc1ccc(cc1)N(=O)=O)c1cnccn1
36772,SOGFAW,block,ethanol,CC1=NNC(=S)N1N=Cc1ccc(cc1)C#N
36778,SOGNIM,block,hexane,C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=Cc1ccc(Br)cc1)C=Cc1ccc(Br)cc1)C=Cc1ccc(Br)cc1)C=Cc1ccc(Br)cc1
36779,SOGNOS,block,hexane,C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=CN1c2ccccc2c2ccccc12)C=CN1c2ccccc2c2ccccc12)C=CN1c2ccccc2c2ccccc12)C=CN1c2ccccc2c2ccccc12
36786,SOGTOA,plate,pentane,CCCCCCCCCCCCCOc1ccncc1
36787,SOGTUG,prism,acetonitrile,CCCCCCCCCCCCCOc1ccn(cc1)B123[BH]456[BH]781[BH]192[BH]234[BH]345B5%10(n%11ccc(OCCCCCCCCCCCCC)cc%11)[BH]673[BH]815[BH]924%10
36790,SOHCAU,plate,ethanol,CN1C(=O)c2cccc3c4OC=C(c5ccccc5)c4cc1c23
36791,SOHCEY,plate,ethanol,CN1C(=O)c2cccc3c4OC(=Cc4cc1c23)c1ccccc1
36792,SOHCOI,prism,acetone,CC(C)C(=NNC1=Nc2ccccc2S1)N=Nc1ccccc1
36793,SOHDUP,block,ethanol,COc1ccc(cc1)N1C(=S)NN=C1Nc1ccccc1SSc1ccccc1NC1=NNC(=S)N1c1ccc(OC)cc1
36794,SOHFAX,plate,methanol,O=N(=O)C1C2CCCC1C2(N(=O)=O)S(=O)(=O)c1ccccc1
36796,SOHHIH,needle,methanol,NC(=NN=C1NC(=O)CS1)c1ccccn1
