,REFCODE,Habit,Solvent,SMILES
19139,KAPBEL,block,tetrahydrofuran/pentane,CC(C)c1cccc(C(C)C)c1N1C=C[N+](=C1C1=C(C#N)C(=C2[N-]C(=C(C#N)C(=N)N12)C#N)C#N)c1c(cccc1C(C)C)C(C)C
19140,KAPCIO,prism,dichloromethane/ethanol,CCCCCCCCOc1cc(OCCCCCCCC)cc(c1)C1=C2NC(=CC3=NC(=C(C4=CC=C(N4)C=C4C=CC1=N4)c1cc(OCCCCCCCC)cc(OCCCCCCCC)c1)C=C3)C=C2
19141,KAPGEN,lath,methanol/petroleum ether,CCCCCC(=O)N1CCC2=C(Nc3ccccc23)C1C(Br)(Br)Br
19142,KAPNAQ,irregular,sublimation,CC1CC(O)C2CC1C(O)CC2C
19143,KAPNAR,chunk,methanol,CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O
19144,KAPNEV,prismatic,ethanol,Nc1c(Oc2ccccc2)c(Oc2ccccc2)c(N)c2C(=O)c3ccccc3C(=O)c12
19145,KAPNOF,chunk,ethanol/water,CN(C)c1ccc(cc1)N=Nc1c(Cl)cccc1Cl
19146,KAPQEX,plate,methanol,CCCCC(=O)OCC1OC(OC)C(O)C(O)C1O
19147,KAPQIB,plate,methanol,CCCCCCC(=O)OCC1OC(OC)C(O)C(O)C1O
19148,KAPQOH,plate,methanol,CCCCCCCCC(=O)OCC1OC(OC)C(O)C(O)C1O
19149,KAPQUN,plate,methanol,CCCCCCCCCCC(=O)OCC1OC(OC)C(O)C(O)C1O
19150,KAPQUQ,block,Ethanol,CN(C)c1ccc(C=CC(=O)C2=CC=CS2)cc1
19151,KAPREY,plate,acetone,CCC(=O)OCC1OC(OC)C(O)C(O)C1O
19152,KAPYOQ,rectangular rod,methanol/dichloromethane,CC1COC(=N1)c1cc(N)cc(n1)C1=NC(C)CO1
19153,KAPYUW,rectangular block,methanol/dichloromethane,CC(C)C1COC(=N1)c1cc(N)cc(n1)C1=NC(CO1)C(C)C
19154,KAQFAK,Prismatic,dichloromethane/ether,CCOC(=O)C1C2C1C1C3=C(C4CCC3C4)C2C(=C1C(=O)OC)C(=O)OC
19155,KAQJOC,prism,acetone,CN(C)CCC1234[BH]567[BH]89%10[BH]%11%12%13[BH]%1458[BH]58%11[BH]%11%15%12[BH]%129%13[BH]16%10[BH]2%11%12C35%15(C(C)(C)C1=CCC=C1)[BH]47%148
19156,KAQKAP,prism,ethanol,[H]1[BH]234[CH]56[BH]782[BH]295[BH]5%10%11[BH-]%12([BH]%1313[BH]15%12[BH]47%13[BH]82%101)C69%11CC[NH+](C)C
19157,KAQKET,prism,ethanol,[H]1[BH]234[BH-]56[BH]782[BH]293[BH]314[BH]142[BH]279[BH]758[BH]512C67(CC[NH+](C)C)C345CCOC
19158,KAQKOC,prism,isopropanol/dichloromethane,CC1(C)C2(OC3CCCCC3S2)C(C)(C)C21OC1CCCCC1S2
19159,KAQLAP,prism,dichloromethane/hexane,CC(C)=C1SC2CCCC2OC(=O)C1(C)C
19160,KAQLET,prism,dichloromethane/isopropanol,C1CCC2SC3(OC2C1)c1ccccc1Oc1ccccc31
19161,KAQLUJ,irregular block,THF,Cc1cc(C)c(N2CCN(C2C#C)c2c(C)cc(C)cc2C)c(C)c1
19162,KAQMAQ,parallelepiped,THF,Cc1cc(C)c(N2CCN(C2C#CC2N(CCN2c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1
19163,KAQMEU,irregular block,THF/toluene,Cc1cc(C)c(N2CCN(C2CS(=O)(=O)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1
19164,KAQNAR,needle,dichloromethane/pentane,CC(C)C(CCN(=O)=O)C(=O)N1C(C(C)C)C(OC1=O)(c1ccccc1)c1ccccc1
19165,KAQNEW,slab,hexane/dichloromethane,CC1(C)c2ccc(cc2)[Si](C)(C)O[Si](C)(C)c2ccc(cc2)C(C)(C)c2ccc(cc2)[Si](C)(C)O[Si](C)(C)c2ccc1cc2
19166,KAQNIZ,needle,diethyl ether/hexane,CC(C)C(CC(=O)N1C(C(C)C)C(OC1=O)(c1ccccc1)c1ccccc1)CN(=O)=O
19167,KAQNOF,plate,dichloromethane/diethyl ether,CC1NC(=O)C(C)C1c1ccccc1
19168,KAQNUL,block,ethyl acetate/toluene,CC(=O)C(=O)C(C(=O)c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
19169,KAQNUO,plate,pentane/dichloromethane,COc1ccc(cc1)C1CC2C(O1)N(c1ccccc21)S(C)(=O)=O
19170,KAQQEY,platelets,ether,CC12C3CCC(N=N3)C1C1CCC2N=N1
19171,KAQRUP01,prism,hexane,C[Si](C)(C)C(c1cc(C([Si](C)(C)C)[Si](C)(C)C)c(c(c1)C([Si](C)(C)C)[Si](C)(C)C)[Si]12OC(C(C=C1)C=C2)(c1ccccc1)c1ccccc1)[Si](C)(C)C
19172,KAQWAA,lath,acetone/water,CC(C)(C)OC(=O)NCCCC(NC(=O)OCc1ccccc1)C(CCC=C)OC(=O)c1ccc(cc1)N(=O)=O
19173,KAQWAB,sheet,acetone/cyclohexane,CN1C2C(OC(C)=O)C34C(OC(C)=O)C(=C)C5C(OC(=O)c6ccccc6)C3C1C1(C(OC(C)=O)C(CC(C)(C=O)C21)OC(=O)c1ccccc1)C4C5OC(C)=O
19174,KAQWEF,block,chloroform/methanol,NC(=O)C1=CNC(=CC1=O)Cc1ccccc1
19175,KAQWIJ,Block,chloroform/methanol,CC(C)c1cc2ccc(C)c3C(O)CCC(C)(C)Oc(c1O)c23
19176,KAQXAB01,prism,pentane/dichloromethane,CSC1=C2SCCOCCOCCOCCOCCOCCSC3=C(SC)SC(=C(S1)S2)S3
19177,KAQXUW,needle,cyclohexane/dichloromethane,COc1ccc(cc1)C(C)N1C(c2ccccc2)c2ccccc2C1=O
19178,KARBAI,rectangular prism,hexane/ethyl acetate,Cc1ccc(cc1)S(=O)(=O)N(Cc1ccccc1)Cc1cc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(C)cc2)c1
19179,KARKAR,block,ethanol,OC(CSc1ccccn1)C(Cc1ccccc1)NS(=O)(=O)c1ccc(F)cc1
19180,KARLUL,plate,chloroform/toluene,COC(=O)c1cccc(NC(=O)CCNC(=O)OC(C)(C)C)c1
19181,KARMAS,needle,methanol,COC(=O)c1cccc(NC(=O)CCCNC(=O)OC(C)(C)C)c1
19182,KARMEW,prism,diethyl ether/hexane,CN1c2ccccc2C2=C1C(N(CC2c1ccccc1)C(=O)c1ccc(Cl)cc1)c1ccccc1
19183,KARNEX,plate,petroleum ether/chloroform,CCCOc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(c2)c1ccccc1)c5OCCC)c1ccccc1)c4OCCC)c1ccccc1)c3OCCC)c1ccccc1
19184,KARPAX,prism,hexane/ethanol,CC(=O)C1CC2C(=C3CCCCC13C(=O)C12OCC(=O)O1)Br
19185,KARQEA,Prismatic,benzene,CN=C(c1ccccn1)c1ccccn1
19186,KARQIE,Prismatic,deuterochloroform,Cl[Li]12(N(=C(c3ccccn3)c3ccccn13)C)N(=C(c1ccccn1)c1ccccn21)C
19187,KARTAZ,prismatic,methanol/water,CC(C)N(C(C)C)C(=O)c1cc(NC(=O)NC(C)(C)CC(C)(C)C)c2Oc3c(NC(C)=O)cc(cc3C(=O)c2c1)C(C)(C)C
19188,KARWIJ,needle,hexanes,COC(=O)c1c(C(=O)OC)c2c3ccccc3c2c2c3ccccc3c12
19189,KARWIM,needle,Ethanol,BrCC(Br)CNC1=NN(Cc2ccccc2)C(S1)=NC(=O)c1ccccc1
19190,KARWOQ,prism,hexanes/dichloromethane (7:2),CCCCCCCCC(=O)O[Si]123(OC(=O)CCCCCCCC)N4C5=NC6=N1C(=NC1=C7C=CC=CC7=C(N=C7c8ccccc8C(=N27)N=C4c2ccccc52)N31)c1ccccc61
19191,KARXAD,prism,hexanes/dichloromethane (3:2),CCCCCCCCCCCCCCC(=O)O[Si]123(OC(=O)CCCCCCCCCCCCCC)N4C5=NC6=N1C(=NC1=C7C=CC=CC7=C(N=C7c8ccccc8C(=N27)N=C4c2ccccc52)N31)c1ccccc61
19192,KARXEH,prism,hexanes/dichloromethane (6:1),CCCCCCCCCCCCCCCCCCCCCC(=O)O[Si]123(OC(=O)CCCCCCCCCCCCCCCCCCCCC)N4C5=NC6=N1C(=NC1=C7C=CC=CC7=C(N=C7c8ccccc8C(=N27)N=C4c2ccccc52)N31)c1ccccc61
19193,KARXOQ,blade,dichloromethane,c1ccc2c(c1)c1c2c2c3ccccc3c2c2c3ccccc3c12
19194,KARYUX,blade,ethyl acetate,COC(=O)c1cc2c(cc1C(=O)OC)C1=C3c4ccccc4C3=C3c4ccccc4C3=C21
19195,KARZAE,needles,diethyl ether/methanol,C[Si](C)(C)c1cc2c3cc4c5ccccc5c4cc3c2cc1[Si](C)(C)C
19196,KARZUZ,prism,hexanes,Cc1cc(C)c(N2B(N([C-]=[N+](B2c2ccccc2)C2CCCCC2)C2CCCCC2)c2ccccc2)c(C)c1
19197,KASFAM,shard,ethyl acetate/hexanes,COC(OC)C(C(=O)N1CCSC1=S)c1ccccc1
19198,KASFUG,block,dichloromethane/methanol,COc1ccc(cc1)N(c1ccc(OC)cc1)c1ccc(cc1)c1c2ccccc2nc2ccccc12
19199,KASGIV,prism,n-hexane,COc1ccc(C=CC(=O)c2c(O)cc(OC)c(OC)c2OC)cc1
19200,KASGIW,block,toluene,O=P1(c2ccccc2)c2ccc3ccc4ccccc4c3c2c2c1ccc1ccc3ccccc3c21
19201,KASGOB,lath,hexane,CCOC(=O)C1C2CC3=C(CC(C3)C(O)=O)CC12
19202,KASHIR01,prism,methanol/chloroform,CC1CCC2N(C1)CC1C3CC4C(CC(=O)C5CC(O)CCC45C)C3CCC1C2(C)O
19203,KASHIX,prism,dichloromethane/hexane,C1CCCC2=C(SC=C2)C2=CC=C(S2)C2=C(CCCCCCCC3=C(SC=C3)C3=CC=C(S3)C3=C(CCC1)C=CS3)C=CS2
19204,KASHOC,plate,ethanol,CCN1[C+](N(CCN2CCOCC2)c2ccccc12)C([S-])=Nc1ccccc1
19205,KASHOD,prism,ethyl acetate/heptane,C1CCCC2=C(SC=C2)C2=CC=C(S2)C2=C(CCCCCCC3=C(SC=C3)C3=CC=C(S3)C3=C(CC1)C=CS3)C=CS2
19206,KASHUJ,prism,ethyl acetate,C1CCCC2=C(SC=C2)C2=CC=C(S2)C2=C(CCCCCCC3=C(SC=C3)C3=CC=C(S3)C3=C(CCC1)C=CS3)C=CS2
19207,KASJIY,broken lath,methanol,Clc1cccc(c1Cl)c1c(Cl)ccc(Cl)c1Cl
19208,KASJUK,thin plate,ethyl acetate,Clc1ccc2NC(=S)CN=C(c3ccccc3)c2c1
19209,KASKAR,block,acetone,COc1cc(ccc1O)C=CC(=O)OC1CCC2(C)C(CCC3(C)C2CCC2C4C(CCC4(C)CCC32C)C(C)=C)C1(C)C
19210,KASKIZ,block,ethyl alcohol,COc1ccc(cc1)C(=O)c1cccc(C)c1
19211,KASKUL,plate,petroleum ether/chloroform,O=C(CCC(=O)Nc1ccccc1)Nc1ccccc1
19212,KASLAS,block,chloroform,CC12CCCC(C)(C1CCC13CC(CCC21)C(O)(CO)C3)C(O)=O
19213,KASLEW,needle,ethanol,COc1ccc(OC)c(CBr)c1CBr
19214,KASLOF,needle,methanol,O=S1CCc2cc3CCS(=O)CCc4cc(CC1)cc(CCS(=O)CCc(c2)c3)c4
19215,KASLOG,prism,ethanol,COc1cc(Br)c(OC)c(CBr)c1CBr
19216,KASLUM,chunk,chloroform/hexane,N#CC(SCc1ccccc1)=C(SCc1ccccc1)C#N
19217,KASMAT,prism,dichloromethane/n-hexane,CC(NC1=CC(=O)N(CC1)Cc1ccccc1)c1ccccc1
19218,KASMEX,plate,dichloromethane/n-hexane,OCC(NC1=CC(=O)N(CC1)Cc1ccccc1)c1ccccc1
19219,KASNOI,rod,glacial acetic acid,CCOC(=O)C(=NNc1ccccc1F)C(=O)CCl
19220,KASPAW,prism,ethanol,CCN(CC)c1ccc2C=C(N(C)C)C(=O)Oc2c1
19221,KASPIE,block,absolute methanol,COC(=O)C1(C)CCCC2(C)C1CCc1c2cc(Br)c(c1N(=O)=O)N(=O)=O
19222,KASPOK,plate,ethyl acetate,COc1ccc(C=CC(O)=CC(=O)c2ccccc2)cc1
